ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,508
1,searcher,0,Did not die,508
2,searcher,0,Did not die,508
3,searcher,0,Did not die,508
4,searcher,0,Did not die,508
5,digger,0,Did not die,508
6,minerBuilder,0,Pit,507
7,minerBuilder,5,Did not die,508
8,minerBuilder,0,Did not die,508
9,minerBuilder,0,Pit,380
10,minerBuilder,0,Did not die,508
11,superMiner,5,Did not die,508
12,superMiner,0,Did not die,508
13,superMiner,0,Did not die,508
14,superMiner,0,Pit,447
15,superMiner,0,Did not die,508
16,ultimateMiner,0,Did not die,508
17,ultimateMiner,0,Did not die,508
18,ultimateMiner,0,Did not die,508
19,ultimateMiner,0,Did not die,508
20,ultimateMiner,0,Did not die,508
