ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,580
1,searcher,0,Did not die,580
2,searcher,0,Did not die,580
3,searcher,0,Did not die,580
4,searcher,0,Did not die,580
5,digger,0,Did not die,580
6,digger,0,Did not die,580
7,digger,0,Did not die,580
8,digger,0,Did not die,580
9,digger,0,Did not die,580
10,minerBuilder,0,Pit,433
11,minerBuilder,0,Did not die,580
12,minerBuilder,0,Did not die,580
13,minerBuilder,0,Did not die,580
14,superMiner,3,Did not die,580
15,superMiner,0,Did not die,580
16,superMiner,0,Pit,579
17,superMiner,0,Did not die,580
18,superMiner,0,Did not die,580
19,ultimateMiner,0,Did not die,580
20,ultimateMiner,0,Did not die,580
21,ultimateMiner,0,Did not die,580
22,ultimateMiner,0,Pit,504
23,ultimateMiner,3,Did not die,580
