ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,543
1,searcher,0,Did not die,543
2,searcher,0,Did not die,543
3,searcher,0,Did not die,543
4,searcher,0,Did not die,543
5,digger,0,Did not die,543
6,digger,0,Did not die,543
7,digger,0,Did not die,543
8,digger,0,Did not die,543
9,digger,0,Did not die,543
10,minerBuilder,0,Did not die,543
11,minerBuilder,0,Did not die,543
12,minerBuilder,0,Did not die,543
13,minerBuilder,0,Did not die,543
14,minerBuilder,0,Did not die,543
15,superMiner,0,Did not die,543
16,superMiner,0,Did not die,543
17,superMiner,0,Did not die,543
18,superMiner,2,Did not die,543
19,superMiner,0,Did not die,543
20,superMiner,0,Did not die,543
21,superMiner,0,Did not die,543
22,superMiner,0,Did not die,543
23,superMiner,0,Did not die,543
24,superMiner,0,Did not die,543
25,ultimateMiner,0,Did not die,543
26,ultimateMiner,0,Pit,542
27,ultimateMiner,0,Did not die,543
28,ultimateMiner,0,Did not die,543
29,ultimateMiner,0,Did not die,543
